start_time,start_lat,start_lon,orig_addr,end_time,end_lat,end_lon,dest_addr,passengers,booster_seat,large_luggage,fare
2019-09-13 01:56:44,50.751119101844225,-1.8422077379214408,"Castlepoint (Stop A), Bournemouth BH8 9UD, UK",2019-09-13 02:12:57,50.78855154647624,-1.9770938608666295,"Oakley Road, Oakley, Wimborne BH21 1QH, UK",2,False,False,37.5
2019-09-18 09:34:11,50.76511692669128,-1.9312067770172616,"Stephen Langton Drive, Bournemouth BH11 9UA, UK",2019-09-18 09:44:03,50.735733856065046,-1.9613618188202613,"Dale Valley Road Top, Poole BH15 3JD, UK",3,True,False,17.4
2019-09-11 02:49:37,50.72122969698494,-1.7820738494295758,"Baring Road, Bournemouth BH6 4DE, UK",2019-09-11 03:05:34,50.746677759497906,-1.9114329935691399,"Tesco, Bournemouth BH11 8PN, UK",1,True,False,40.9
2019-09-17 22:20:35,50.71159779581234,-1.9007349156881848,"Crosby Road, Bournemouth BH4 8JB, UK",2019-09-17 22:34:02,50.74416953811422,-1.963183238105048,"Kellaway Road, Poole BH17 8SH, UK",5,False,True,40.8
2019-09-20 21:10:28,50.721609827929896,-1.7984481980225573,"Southbourne Cross Roads, Bournemouth BH6 3DJ, UK",2019-09-20 21:22:57,50.738321666408154,-1.870748986388313,"Heron Court Road, Bournemouth BH9 1AL, UK",2,False,False,13.5
2019-09-17 16:20:18,50.73124753913115,-1.8735738911663138,"Cemetery Junction, Bournemouth BH2 6NB, UK",2019-09-17 16:36:12,50.732518222241204,-1.8093261162919527,"Burleigh Road, Bournemouth BH6 5AP, UK",2,False,False,13.7
2019-09-20 11:35:55,50.74148049525493,-1.796648192735714,"Jumpers Road, Christchurch BH23 2AR, UK",2019-09-20 11:41:37,50.731085199868915,-1.802006531990897,"Seafield Road, Bournemouth BH6 3LZ, UK",2,False,False,6.9
2019-09-13 22:56:02,50.769308420311184,-1.90661154689394,"Tonge Road, Bournemouth BH11 9AQ, UK",2019-09-13 23:05:24,50.752449417471276,-1.8290058978585064,"Townsend School, Bournemouth BH8 0LQ, UK",1,False,True,26.1
2019-09-13 16:56:09,50.72354011617375,-1.962292617117116,"The College, Poole BH14 0LS, UK",2019-09-13 16:57:24,50.72342955153822,-1.9547843460591732,"63 Commercial Rd, Poole BH14 0JB, UK",1,False,False,3.5
2019-09-13 17:48:10,50.75108105329735,-1.988395286415269,"Methuen Road, Poole BH17 7HZ, UK",2019-09-13 18:05:22,50.74524520211199,-1.8783835491266416,"554 Wimborne Rd, Bournemouth BH9 2ER, UK",1,False,False,18.9
2019-09-12 09:10:05,50.7366494048737,-1.7854600453910534,"Stour Road, Christchurch BH23 1PD, UK",2019-09-12 09:19:45,50.73962073583434,-1.8195859087106356,"Warnford Road, Bournemouth BH7 6QY, UK",1,False,False,9.4
2019-09-11 00:37:30,50.765637190941106,-1.9154809969393862,"Anchor Road, Bournemouth BH11 9HH, UK",2019-09-11 00:43:21,50.75299859476098,-1.9581014841786664,"Chaldon Road, Poole BH17 8BY, UK",1,False,True,20.4
2019-09-14 21:06:19,50.71693514985186,-1.8957943355750704,"Clarendon Road, Bournemouth BH4 8AY, UK",2019-09-14 21:18:39,50.75674621792104,-1.8543099964621104,"Harbeck Road, Bournemouth BH8 0BG, UK",1,False,True,19.4
2019-09-15 02:06:10,50.71149893653959,-1.9008059395179293,"132A Alumhurst Rd, Bournemouth BH4 8HU, UK",2019-09-15 02:18:27,50.738510263056014,-1.8111299157301917,"Exton Road, Bournemouth BH7 6RY, UK",6,False,True,43.2
2019-09-22 18:21:22,50.71893074643217,-1.8605464942735237,"Suncliff Hotel, Bournemouth BH1 3AF, UK",2019-09-22 18:28:01,50.72051814877185,-1.8810539342928212,"Boots (Stop F), Bournemouth BH2 5NL, UK",2,False,False,6.8
2019-09-20 22:51:55,50.752087418974476,-1.8957873872303388,"Howeth Road, Bournemouth BH10 4EE, UK",2019-09-20 23:06:41,,,"115 Bargates, Christchurch BH23 1QH, UK",1,False,False,33.6
2019-09-17 09:31:40,50.78051197262171,-1.8529597425701925,"Babcocks, Christchurch BH23 6BS, UK",2019-09-17 09:52:46,50.74707899693407,-1.985334701391189,"Sopers Lane, Poole BH17 7LF, UK",2,False,True,27.3
2019-09-22 20:46:21,50.761048832313726,-1.9125827312901371,"Travellers Lane, Bournemouth BH11 8BD, UK",2019-09-22 20:58:51,50.7229498887284,-1.852742969982161,"Lynton Court, Bournemouth BH1 3PF, UK",1,False,False,15.8
2019-09-22 17:09:19,50.71476605206947,-1.904127627829042,"Alumdale Road, Bournemouth BH4 8HP, UK",2019-09-22 17:32:42,50.80075610532667,-1.988553550361827,"7 West Borough, Wimborne BH21 1PR, UK",1,False,False,29.1
2019-09-10 16:50:46,50.75450562180621,-1.9311655678726516,"Francis Avenue, Bournemouth BH11 8NU, UK",2019-09-10 16:55:30,50.76745448100914,-1.930324201834464,"Co-op Store, Bournemouth BH11 9TE, UK",3,False,False,6.1
2019-09-14 19:53:15,50.733066085744724,-1.8936757069527892,"East Avenue, Bournemouth BH3 7ET, UK",2019-09-14 19:59:36,50.72126761110328,-1.875371447608316,"Burlington Arcade, Bournemouth BH1 2LE, UK",1,False,False,8.1
2019-09-21 19:35:57,50.73345051714548,-1.8187735611575455,"Harewood Avenue, Bournemouth BH7 6BE, UK",2019-09-21 19:40:05,50.739258107779406,-1.7908758294268328,"Avenue Road, Christchurch BH23 2AL, UK",1,False,True,9.8
2019-09-10 17:12:56,50.74707899693407,-1.985334701391189,"Sopers Lane, Poole BH17 7LF, UK",2019-09-10 17:16:14,50.75094248913246,-1.9683376705794635,"Asda Supermarket, Poole BH17 9EF, UK",1,True,False,10.0
2019-09-12 16:22:25,50.722021129869816,-1.9017045961924492,"Hamilton Court House, 1-3 Alum Chine Rd, Bournemouth BH4 8DT, UK",2019-09-12 16:34:58,50.735654811310866,-1.8444843694531683,"Queens Park Hotel, Bournemouth BH8 9AR, UK",3,False,False,12.8
2019-09-09 09:33:06,50.795332765939676,-1.9818720891726327,"65 Poole Rd, Wimborne BH21 1QB, UK",2019-09-09 09:43:43,50.75034560915007,-1.9576502424993585,"Henbury Close, Poole BH17 8AU, UK",2,False,False,14.1
2019-09-15 00:05:34,,,"Aviation Park Cafe, Christchurch BH23 6BW, UK",2019-09-15 00:17:18,50.73778023717633,-1.833721512494609,"Glencoe Road, Bournemouth BH7 7AS, UK",1,False,False,33.0
2019-09-16 14:29:06,,,"Plumer Road, Poole BH17 7HU, UK",2019-09-16 15:01:21,50.73987217802864,-1.8193581970317632,"Warnford Road, Bournemouth BH7 6QT, UK",2,False,True,35.3
2019-09-19 18:09:22,50.73671730841491,-1.859771076867798,"Howard Road, Bournemouth BH8 8TD, UK",2019-09-19 18:20:05,50.749711749858534,-1.9161474442267896,"Tozer Close, Bournemouth BH11 8RT, UK",1,False,True,14.3
2019-09-19 09:29:18,50.75333316408907,-1.9636297258593047,"Knowlton Road, Poole BH17 9EE, UK",2019-09-19 09:41:31,50.73549840576675,-1.879570705502531,"East Avenue Roundabout, Bournemouth BH3 7AR, UK",1,False,False,14.2
2019-09-16 09:35:29,50.75908132754239,-1.8592223467683329,"Stratton Road, Bournemouth BH9 3PU, UK",2019-09-16 09:44:54,50.73124753913115,-1.8735738911663138,"Cemetery Junction, Bournemouth BH2 6NB, UK",1,False,False,9.6
2019-09-14 04:47:32,50.70319887450575,-1.925250476230549,"Haven Road, Poole BH13 7NP, UK",2019-09-14 04:57:08,50.733066085744724,-1.8936757069527892,"East Avenue, Bournemouth BH3 7ET, UK",1,False,False,21.5
2019-09-11 16:29:01,50.71588003273808,-1.8925105182306317,"Chine Crescent Road, Bournemouth BH4 8DJ, UK",2019-09-11 16:34:28,50.72743180945537,-1.8983071716563191,"Glenferness Avenue Bottom, Bournemouth BH4 9NB, UK",2,True,False,10.4
2019-09-17 23:16:35,50.749347063535474,-1.921945479648068,"Benbow Crescent, Poole BH12 5AQ, UK",2019-09-17 23:27:38,50.73778023717633,-1.833721512494609,"Glencoe Road, Bournemouth BH7 7AS, UK",1,False,False,26.2
2019-09-14 09:54:52,50.736665749466134,-1.7797491677118489,"Bargates (Stop G), Christchurch BH23 1QD, UK",2019-09-14 10:10:17,50.75197325417732,-1.6544239229785576,"Post Office, New Milton BH25 6JE, UK",2,False,False,19.9
2019-09-12 23:36:13,50.70785501908527,-1.9095799011399464,"Westminster Road, Poole BH13 6JR, UK",2019-09-12 23:49:06,50.74416953811422,-1.963183238105048,"Kellaway Road, Poole BH17 8SH, UK",3,False,True,34.7
2019-09-16 13:03:50,50.76055490797528,-1.9266481487401492,"High Howe Gardens, Bournemouth BH11 9UH, UK",2019-09-16 13:18:43,50.72201329611322,-1.903092909122216,"Post Office, Bournemouth BH4 9AR, UK",1,False,False,15.9
2019-09-22 02:40:11,50.748290452591704,-1.9458874847744227,"Broom Road, Poole BH12 4NQ, UK",2019-09-22 02:55:29,50.739919013302014,-1.8092252490192695,"Iford Roundabout, Bournemouth BH7 6EE, UK",1,False,True,43.1
2019-09-22 13:01:46,50.74222101134586,-1.7560268766479998,"Hunt Road, Christchurch BH23 3BD, UK",2019-09-22 13:19:02,50.72695776224187,-1.7917805880925013,"Broadway, Bournemouth BH6 4BX, UK",1,False,True,14.1
2019-09-14 20:51:46,50.74416953811422,-1.963183238105048,"Kellaway Road, Poole BH17 8SH, UK",2019-09-14 21:01:25,50.74276592300279,-1.9002156895198237,"Marianne Road, Poole BH12 5EE, UK",1,True,True,21.0
2019-09-20 16:56:30,50.7678203810205,-1.91274031273426,"Anstey Road, Bournemouth BH11 9HE, UK",2019-09-20 17:12:41,50.72842573379389,-1.8594840819550944,"Ophir Gardens, Bournemouth BH8 8DG, UK",2,False,True,19.9
2019-09-16 17:16:47,50.72101469339819,-1.7825139915937849,"Baring Road, Bournemouth BH6 4BP, UK",2019-09-16 17:46:37,50.74988389014821,-1.9798482330749636,"Lodge Hill Centre, Poole BH17 9AL, UK",2,False,False,31.9
2019-09-18 14:33:54,50.73287372563879,-1.8722092444285008,"Cemetery Junction, Bournemouth BH8 8SJ, UK",2019-09-18 14:41:14,50.722021129869816,-1.9017045961924492,"Hamilton Court House, 1-3 Alum Chine Rd, Bournemouth BH4 8DT, UK",1,False,False,8.0
2019-09-22 12:15:08,50.74574326402358,-1.7114046591619878,"Carisbrooke Way, Christchurch BH23 5AE, UK",2019-09-22 12:22:20,50.73669840283299,-1.7598249548558442,"Medical Centre, Christchurch BH23 3AF, UK",3,False,False,9.2
2019-09-16 10:30:30,50.75324337972436,-1.9127673345915692,"Lydford Road, Bournemouth BH11 8HQ, UK",2019-09-16 10:41:38,50.78566314655096,-1.9692506670460987,"The Lantern Community Centre, Oakley, Wimborne BH21 1SH, UK",1,False,False,13.9
2019-09-15 17:45:38,50.729098846640646,-1.8583769345117158,"Ophir Gardens, Bournemouth BH8 8DE, UK",2019-09-15 17:56:26,50.758758890272205,-1.905115504303044,"Tedder Road, Bournemouth BH11 8BY, UK",2,False,False,13.4
2019-09-20 18:43:05,50.72656958259993,-1.8177799950757676,"Fishermans Walk, Bournemouth BH6 3RE, UK",2019-09-20 18:58:23,50.75438999659885,-1.8866245506264792,"Barnes Road, Bournemouth BH10 5AA, UK",1,False,False,16.8
2019-09-13 20:47:46,50.73462923541202,-1.7775481692221344,"31 High St, Christchurch BH23 1AB, UK",2019-09-13 21:01:41,50.7315082027602,-1.8734598377737008,"Cemetery Junction, Bournemouth BH1 1RP, UK",2,False,False,18.0
2019-09-20 14:42:33,50.76409972343643,-1.9158524118825389,"West Howe Baptist Church, Bournemouth BH11 9JR, UK",2019-09-20 14:47:51,50.7674891060143,-1.892846358486258,"The Broadway, Bournemouth BH10 7EX, UK",1,True,False,10.6
2019-09-19 17:29:34,50.74324927572755,-1.7490060427140344,"Hunt Road Flats, Christchurch BH23 3BU, UK",2019-09-19 17:45:48,50.77611807936716,-1.8557532914470365,"Parley Court Farm, Christchurch BH23 6BD, UK",2,False,False,19.5
2019-09-21 18:39:08,50.76129952468835,-1.9111219163026092,"Draper Road, Bournemouth BH11 8AS, UK",2019-09-21 18:44:53,50.743088512914674,-1.898882776660372,"Bournemouth University (Stop H), Poole BH12 5EG, UK",3,False,False,8.0
2019-09-13 12:30:45,50.725333346072865,-1.7936153610501089,"Belle Vue Crescent, Bournemouth BH6 3BJ, UK",2019-09-13 13:10:47,50.691882621512434,-1.934541371742368,"Banks Road, Poole BH13 7PP, UK",2,False,False,36.9
2019-09-16 17:57:00,50.72874483448938,-1.9367004852873764,"346 Ashley Rd, Poole BH14 9DF, UK",2019-09-16 18:06:11,50.75650371551037,-1.9197645823964105,"Mandale Road Top, Bournemouth BH11 8JD, UK",1,False,False,11.0
2019-09-21 03:13:37,50.731172210245475,-1.811102705879192,"Kimberley Road, Bournemouth BH6 5BY, UK",2019-09-21 03:27:18,50.751837197690094,-1.6792175841760053,"Walkford Lane, New Milton BH25 5NG, UK",3,False,False,36.2
2019-09-15 02:15:11,50.75831510332712,-1.9126161630519742,"Springwater Road, Bournemouth BH11 8AZ, UK",2019-09-15 02:51:28,50.72863415664569,-1.7938984123259527,"Tuckton Shops, Bournemouth BH6 3JZ, UK",3,False,False,55.7
2019-09-13 17:52:57,50.74727363305127,-1.9146068290996625,"Astbury Avenue, Poole, Bournemouth BH11 8PR, UK",2019-09-13 17:57:54,50.76283885904833,-1.9263751973410288,"Gaydon Rise, Bournemouth BH11 9PR, UK",3,False,False,7.0
2019-09-09 08:04:41,50.736911622973025,-1.8644043458914612,"Charminster, Bournemouth BH8 8UX, UK",2019-09-09 08:27:16,50.744571810633964,-1.6894434995545062,"Milestone Roundabout, Highcliffe, Christchurch BH23 5LB, UK",1,False,True,29.4
2019-09-13 10:31:38,50.75069399244162,-1.9069603305612812,"Acton Road, Bournemouth BH10 4DH, UK",2019-09-13 10:46:14,50.710849433367564,-1.898442097659796,"Studland Road, Bournemouth BH4 8HS, UK",2,False,True,18.6
2019-09-12 00:37:56,50.76006903519242,-1.9017527290899403,"Moorside Road, Bournemouth BH11 8BW, UK",2019-09-12 00:44:31,50.727180209769614,-1.9219680229464757,"445A Poole Rd, Poole BH12 1DH, UK",3,False,False,17.2
2019-09-16 09:37:03,50.72120530961082,-1.8677786091413764,"Lansdowne, Bournemouth BH1 2NP, UK",2019-09-16 09:41:38,50.71599667648201,-1.8922269625277082,"Chine Crescent Road, Bournemouth BH4 8DJ, UK",3,False,True,9.1
2019-09-09 20:23:53,50.732518222241204,-1.8093261162919527,"Burleigh Road, Bournemouth BH6 5AP, UK",2019-09-09 20:33:49,50.75123210650344,-1.8603373292943888,"Uplands Road, Bournemouth BH8 9RQ, UK",1,False,True,14.9
2019-09-14 18:16:22,50.75011130178047,-1.6894494063699403,"Walkford Hotel, Walkford, Christchurch BH23 5QX, UK",2019-09-14 18:49:50,50.74984299649914,-1.96044310619041,"Warmwell Close, Poole BH17 8AS, UK",3,True,False,44.4
2019-09-14 10:17:59,50.722524076147,-1.7817703575469932,"Broadway Shops, Bournemouth BH6 4EH, UK",2019-09-14 10:31:35,50.74589443108838,-1.7180652886078336,"11A Forest Way, Christchurch BH23 4PY, UK",3,False,False,15.4
2019-09-16 23:04:11,50.7333682957903,-1.9598901013647452,"194 Ringwood Rd, Poole BH14 0RR, UK",2019-09-16 23:12:49,50.758520983850325,-1.9113540002893223,"10 Cunningham Pl, Bournemouth BH11 8EA, UK",2,False,False,21.4
2019-09-17 16:47:05,50.69208936662589,-1.9343853551680181,"Banks Road, Poole BH13 7PP, UK",2019-09-17 17:05:37,50.72202881792704,-1.8644472159422831,"Lansdowne, Bournemouth BH1 3JP, UK",1,False,False,19.0
2019-09-22 22:41:54,50.73769167894525,-1.8346854555014656,"Glencoe Road, Bournemouth BH7 7AX, UK",2019-09-22 22:53:25,50.750679818151426,-1.9247640840425573,"Lyon Road, Poole BH11 8PU, UK",2,False,False,26.8
2019-09-13 20:19:26,50.722109784582855,-1.8644753154646088,"Lansdowne, Bournemouth BH1 3NA, UK",2019-09-13 20:30:09,50.76161572253553,-1.865566612786044,"Granby Road, Bournemouth BH9 3LS, UK",1,False,False,13.3
2019-09-18 10:12:50,50.729388017021854,-1.798174004819105,"Athelstan Road, Bournemouth BH6 5JR, UK",2019-09-18 10:27:29,50.74335704714359,-1.6925553639967674,"The Beech Tree, Highcliffe, Christchurch BH23 5HG, UK",3,False,False,16.9
2019-09-17 13:05:04,,,"Darracott Road, Bournemouth BH5 2HG, UK",2019-09-17 13:18:13,50.7209581090836,-1.8803870222151644,"Hampshire Court (Stop H), Bournemouth BH2 6DP, UK",2,False,False,13.2
2019-09-12 23:14:11,50.72608144636472,-1.896638319848417,"Branksome Wood Mansions, 26 Branksome Wood Rd, Bournemouth BH4 9JZ, UK",2019-09-12 23:26:12,50.77611807936716,-1.8557532914470365,"Parley Court Farm, Christchurch BH23 6BD, UK",2,False,False,31.6
2019-09-09 17:20:18,50.743832867198286,-1.896556826281424,"Bournemouth University (Stop K), Poole BH12 5BB, UK",2019-09-09 17:25:07,50.75256283125456,-1.8761248993753,"849A Wimborne Rd, Bournemouth BH9 2BG, UK",2,False,True,9.6
2019-09-16 16:52:17,50.72732374970121,-1.8981373902430665,"Glenferness Avenue Bottom, Bournemouth BH4 9NF, UK",2019-09-16 16:55:28,50.72933199284729,-1.9128257797580852,"Railway Arches, Poole BH12 1DX, UK",3,False,False,4.5
2019-09-14 00:18:22,50.749347063535474,-1.921945479648068,"Benbow Crescent, Poole BH12 5AQ, UK",2019-09-14 00:24:01,50.73287372563879,-1.8722092444285008,"Cemetery Junction, Bournemouth BH8 8SJ, UK",1,False,False,16.5
2019-09-13 18:14:41,50.73645154201788,-1.7854467775235177,"Stour Road, Christchurch BH23 1LT, UK",2019-09-13 18:57:01,50.73214098990097,-1.804169999282237,"Irving Road, Bournemouth BH6 5JN, UK",1,False,False,24.9
2019-09-20 13:09:41,50.74768138378602,-1.9843990304843595,"Waterloo Road, Poole BH17 7LE, UK",2019-09-20 13:27:16,50.72743180945537,-1.8983071716563191,"Glenferness Avenue Bottom, Bournemouth BH4 9NB, UK",1,False,False,17.9
2019-09-14 19:19:02,50.75281847179382,-1.9573503379862107,"Dewlish Close, Poole BH17 8BY, UK",2019-09-14 19:37:02,50.736992412162714,-1.8299265183908444,"Avonbourne School, Bournemouth BH7 6NT, UK",1,True,False,25.5
2019-09-16 12:24:55,50.74154026504823,-1.7573200805435054,"Everest Road, Christchurch BH23 3BA, UK",2019-09-16 12:52:07,50.75017718389158,-1.9131557349418364,"Canford Avenue, Bournemouth BH11 8RQ, UK",2,False,False,27.7
2019-09-21 19:39:57,50.745250844571935,-1.9037395744207042,"Alton Road, Bournemouth BH10 4AA, UK",2019-09-21 20:02:32,50.71824404383943,-1.865435508192245,"East Cliff Lift, Bournemouth BH1 3DN, UK",1,False,True,17.5
2019-09-09 22:55:20,50.736778976300876,-1.8587080868406705,"Howard Road, Bournemouth BH8 8UA, UK",2019-09-09 23:13:04,50.790943617328395,-1.9773480734353768,"Canford Bridge, Oakley, Wimborne BH21 1QR, UK",2,True,False,45.4
2019-09-17 21:24:45,50.75864435644138,-1.996715559555636,"Selby Close, Broadstone BH18 8ET, UK",2019-09-17 21:42:18,50.7212490362855,-1.8835169832249417,"Marks and Spencer, Bournemouth BH2 5RW, UK",4,False,False,27.8
2019-09-20 13:27:23,50.72218863278553,-1.8705666181071283,"Wootton Gardens, Bournemouth BH1 1PD, UK",2019-09-20 13:41:23,50.75908132754239,-1.8592223467683329,"Stratton Road, Bournemouth BH9 3PU, UK",1,False,False,12.8
2019-09-15 20:24:21,50.725311830763864,-1.8908739228957796,"Queens Road, Bournemouth BH2 6BH, UK",2019-09-15 20:41:36,50.742011590448634,-1.742266614358684,"Somerford Hotel, Christchurch BH23 3TY, UK",2,False,False,23.7
2019-09-11 07:13:00,50.779883016868745,-1.8684929421644012,"Garden Centres, West Parley, Ferndown BH22 8SJ, UK",2019-09-11 07:35:39,50.720737954237634,-1.9050645932218693,"Alumhurst Day Centre, Bournemouth BH4 8EL, UK",1,False,False,21.9
2019-09-20 09:08:39,50.73385467657454,-1.8072235567223216,"Stourfield School, Bournemouth BH6 5JH, UK",2019-09-20 09:24:00,50.75868935300091,-1.8623283634974848,"Colehill Crescent, Bournemouth BH9 3QJ, UK",1,False,False,14.2
2019-09-22 15:50:18,50.73772544669494,-1.7607408262432918,"Medical Centre, Christchurch BH23 3DT, UK",2019-09-22 16:01:23,50.7525000361527,-1.6592539056622688,"Library, New Milton BH25 6RX, UK",3,False,False,15.9
